term,annotation,df
NIST ' s annual Document Understanding Conferences,conference,ai_train
summarization,task,ai_train
translation tasks,task,ai_train
ROUGE metric,metrics,ai_train
NIPS,conference,ai_train
JShell,product,ai_train
Java 9,programlang,ai_train
codejshell,product,ai_train
java,programlang,ai_train
NIST metric,metrics,ai_train
Knowledge Graphs,product,ai_train
semantic networks,algorithm,ai_train
Grammar checkers,product,ai_train
Association for the Advancement Artificial Intelligence,conference,ai_train
J. Automated Reasoning,conference,ai_train
J. Learning Sciences,conference,ai_train
J. Applied Ontology,conference,ai_train
speech coding,task,ai_train
Nippon Telegraph and Telephone,university,ai_train
NTT,university,ai_train
non-negative matrix factorization,algorithm,ai_train
pre-processing step,ai,ai_train
K-NN,algorithm,ai_train
feature vectors,ai,ai_train
ActiveX,programlang,ai_train
.NET,programlang,ai_train
recognizing named entities in text,task,ai_train
Named Entity Recognition,task,ai_train
Entity Linking,task,ai_train
sigmoid,algorithm,ai_train
"Bolt , Beranek and Newman",organisation,ai_train
BBN,organisation,ai_train
Massachusetts,university,ai_train
least squares,algorithm,ai_train
Poland,country,ai_train
Malaysia,country,ai_train
Philippines,country,ai_train
Russia,country,ai_train
South Africa,country,ai_train
Taiwan,country,ai_train
Turkey,country,ai_train
D.Sc. degree,ai,ai_train
Inria,organisation,ai_train
University of Nice Sophia Antipolis,university,ai_train
Siemens Corporate Technology,organisation,ai_train
École des ponts ParisTech,university,ai_train
Rutgers University,university,ai_train
University of Houston,university,ai_train
CLIPS,programlang,ai_train
JESS,programlang,ai_train
AGV,product,ai_train
Motivity control system,product,ai_train
RMT Robotics,organisation,ai_train
ADAM iAGV,product,ai_train
gantry systems,product,ai_train
industrial robot arms,product,ai_train
non-linear layouts,ai,ai_train
PCNNs,product,ai_train
feature generation,task,ai_train
face extraction,task,ai_train
motion detection,task,ai_train
region growing,task,ai_train
noise reduction,task,ai_train
Xu,researcher,ai_train
international conference on Non-Photorealistic Rendering and Animation,conference,ai_train
NPAR,conference,ai_train
Best Reviewer Award,ai,ai_train
international conferences Asian Conference on Computer Vision,conference,ai_train
ACCV 2012,conference,ai_train
CycL,programlang,ai_train
ontology language,ai,ai_train
Doug Lenat,researcher,ai_train
Cyc artificial project,ai,ai_train
out-of-sample mean squared error,metrics,ai_train
squared deviations,ai,ai_train
C-HOG,algorithm,ai_train
R-HOG,algorithm,ai_train
C-HOG descriptors,algorithm,ai_train
Elastic matching,algorithm,ai_train
Fisherface algorithm,algorithm,ai_train
multilinear subspace learning,algorithm,ai_train
tensor representation,ai,ai_train
dynamic link matching,algorithm,ai_train
2019 Toronto International Film Festival,ai,ai_train
Scotiabank Theatre Toronto,location,ai_train
TIFF Bell Lightbox,location,ai_train
Netflix,organisation,ai_train
Vicarm Inc.,organisation,ai_train
VAL programming language,programlang,ai_train
J48,product,ai_train
C4.5 algorithm,algorithm,ai_train
Weka data mining tool,product,ai_train
Google Scholar,product,ai_train
IEEE Signal Processing Society Sustained Impact Award,ai,ai_train
Adobe Voco,product,ai_train
Adobe Creative Suite,product,ai_train
Poggio,researcher,ai_train
Neuroscience Research Program,organisation,ai_train
McGovern Institute for Brain Research,organisation,ai_train
speech translation,task,ai_train
Verbmobil project,ai,ai_train
forget gate,algorithm,ai_train
keep gate,algorithm,ai_train
normalized sinc function,algorithm,ai_train
David Hays,researcher,ai_train
International Committee on Computational Linguistics,organisation,ai_train
ICCL,organisation,ai_train
one dimensional polynomial-based memory,ai,ai_train
DPD,ai,ai_train
Boris Katz,researcher,ai_train
Chișinău,location,ai_train
Moldavian SSR,location,ai_train
Moldova,country,ai_train
MIT Computer Science and Artificial Intelligence Laboratory,organisation,ai_train
Massachusetts Institute of Technology,organisation,ai_train
InfoLab Group,organisation,ai_train
ICRANet,organisation,science_dev
Physical Review,academicjournal,science_dev
The Astrophysical Journal,academicjournal,science_dev
Astronomy and Astrophysics,academicjournal,science_dev
Scheele,scientist,science_dev
Tartaric acid,chemicalcompound,science_dev
Oxalic acid,chemicalcompound,science_dev
Uric acid,chemicalcompound,science_dev
Lactic acid,chemicalcompound,science_dev
Citric acid,chemicalcompound,science_dev
Hydrofluoric acid,chemicalcompound,science_dev
hydrocyanic,chemicalcompound,science_dev
Arsenic acid,chemicalcompound,science_dev
Richard Myers,scientist,science_dev
DNA,science,science_dev
HaeIII digestion,science,science_dev
sonication,science,science_dev
U.S. Air Force Institute of Technology,university,science_dev
aeromechanics,discipline,science_dev
Edwards Air Force Base,organisation,science_dev
Wright-Patterson Air Force Base,organisation,science_dev
NF-κB,protein,science_dev
Il-8,protein,science_dev
Interleukin-1 family,protein,science_dev
TNFα,protein,science_dev
hydride,chemicalcompound,science_dev
gas giants,science,science_dev
Jupiter,astronomicalobject,science_dev
Saturn,astronomicalobject,science_dev
water vapor,chemicalcompound,science_dev
methane,chemicalcompound,science_dev
ammonia,chemicalcompound,science_dev
aluminium,chemicalelement,science_dev
International Resource Panel,organisation,science_dev
Metal Stocks in Society,organisation,science_dev
Olympic golf course,location,science_dev
Golf,science,science_dev
2016 Summer Olympics,event,science_dev
TAD boundary,science,science_dev
CRISPR,science,science_dev
promoter-enhancer,science,science_dev
1982 Commonwealth Games,event,science_dev
Australian Swim Team,science,science_dev
Yale Center for the Study of Globalization,organisation,science_dev
Inter-American Dialogue,organisation,science_dev
Citigroup,organisation,science_dev
Kamateros,science,science_dev
N-Nitroso-N-methylurea,chemicalcompound,science_dev
Methylnitronitrosoguanidine,chemicalcompound,science_dev
MNNG,chemicalcompound,science_dev
Diazald,chemicalcompound,science_dev
Naqvi,scientist,science_dev
American Journal of Physics,academicjournal,science_dev
European Journal of Physics,academicjournal,science_dev
Journal of Chemical Education,academicjournal,science_dev
irregular moon,science,science_dev
Uranus,astronomicalobject,science_dev
Pax genes,science,science_dev
transcription factor,science,science_dev
Bayer,science,science_dev
Flamsteed,science,science_dev
Variable star designation,science,science_dev
WASP-12b,astronomicalobject,science_dev
HD 209458 b,astronomicalobject,science_dev
Schirra,person,science_dev
American Institute of Aeronautics and Astronautics,organisation,science_dev
fellow of the American Astronautical Society,award,science_dev
Gerty Theresa Cori,scientist,science_dev
née Radnitz,scientist,science_dev
Austria-Hungary,science,science_dev
Nobel Prize in Physiology or Medicine,award,science_dev
glycogen metabolism,science,science_dev
PCH1,science,science_dev
hypocotyl,science,science_dev
Phytochrome,science,science_dev
phyB,science,science_dev
Potassium cyanide,chemicalcompound,science_dev
Zinc cyanide,chemicalcompound,science_dev
nucleophilic cyanide,chemicalcompound,science_dev
transversion,science,science_dev
base excision repair,science,science_dev
BER,science,science_dev
MUTYH,science,science_dev
DNA glycosylase,enzyme,science_dev
colorectal cancer,science,science_dev
hydrolysis,science,science_dev
Adenosine triphosphate,chemicalcompound,science_dev
Guanosine triphosphate,chemicalcompound,science_dev
Soviet atomic bomb project,science,science_dev
Rexer,scientist,science_dev
Technische Hochschule Dresden,university,science_dev
Heinz Pose,scientist,science_dev
Werner Hartmann,scientist,science_dev
Heinz Barwich,scientist,science_dev
Gustav Hertz 's Institute G,organisation,science_dev
Agudseri,location,science_dev
Agudzery,location,science_dev
Society of Experimental Test Pilots,organisation,science_dev
SETP,organisation,science_dev
James H. Doolittle Award,award,science_dev
Iven C. Kincheloe Award,award,science_dev
Earth,astronomicalobject,science_dev
Mars,astronomicalobject,science_dev
Venus,astronomicalobject,science_dev
Titan,astronomicalobject,science_dev
Iapetus,astronomicalobject,science_dev
Jingūji,location,science_dev
Yukimasa Kishino,person,science_dev
Akio Ōtsuka,person,science_dev
Jūrōta Kosugi,person,science_dev
Kaoru Katō,person,science_dev
Yōko,person,science_dev
Tsumugi Ōsawa,person,science_dev
Yōko Saitō,person,science_dev
Fumiko Orikasa,person,science_dev
Kazue Nakamoto,person,science_dev
Seiko Yoshida,person,science_dev
Mamiko Noto,person,science_dev
Sanzō,person,science_dev
Fumihiko Tachiki,person,science_dev
Kōji Ishii,person,science_dev
Masaaki Tsukada,person,science_dev
Naomi Otome,person,science_dev
RNA polymerase,enzyme,science_dev
American Scientist,academicjournal,science_dev
Physics of Fluids,academicjournal,science_dev
Journal of Fluid Mechanics,academicjournal,science_dev
Physical Review E,academicjournal,science_dev
Physical Review Letters,academicjournal,science_dev
Journal of Theoretical and Computational Fluid Dynamics,academicjournal,science_dev
Galton,scientist,science_dev
Walter Weldon,scientist,science_dev
Arthur Dukinfield Darbishire,scientist,science_dev
Karl Pearson,scientist,science_dev
Mendelians,science,science_dev
Bateson,scientist,science_dev
Mendel,scientist,science_dev
Charles Davenport,scientist,science_dev
Wilhelm Johannsen,scientist,science_dev
International Red Cross and Red Crescent Movement,organisation,science_dev
NADPH dehydrogenase,enzyme,science_dev
NADH dehydrogenase,enzyme,science_dev
NADPH,chemicalcompound,science_dev
NADH,chemicalcompound,science_dev
minor planet,science,science_dev
Leakey,scientist,science_dev
Kenyan,country,science_dev
Mary Leakey,scientist,science_dev
Louis Leakey,scientist,science_dev
Richard Leakey,scientist,science_dev
American Journal of Science,academicjournal,science_dev
Philosophical Magazine,academicjournal,science_dev
Helicase,enzyme,science_dev
DNA polymerase,enzyme,science_dev
41st Annual Grammy Awards,award,science_dev
Grammy Award for Best Rap Album,award,science_dev
Lincoln County War,event,science_dev
Billy the Kid,person,science_dev
John Chisum,person,science_dev
Lawrence Murphy,person,science_dev
Maxwell,person,science_dev
non-French,science,science_dev
Werner Siemens,scientist,science_dev
Thomas Edison,scientist,science_dev
Alexander Graham Bell,scientist,science_dev
William Thomson,scientist,science_dev
virtual oscillators,science,science_dev
Bohr orbits,theory,science_dev
Max Born,scientist,science_dev
Werner Heisenberg,scientist,science_dev
Kramers,scientist,science_dev
mathematics,discipline,science_dev
matrix mechanics,discipline,science_dev
quantum mechanics,discipline,science_dev
Proinsulin,protein,science_dev
insulin,protein,science_dev
central nervous system,science,science_dev
Nitric oxide,chemicalcompound,science_dev
hydroperoxy radical,chemicalcompound,science_dev
HOsub2 / subsup • / sup,chemicalcompound,science_dev
nitrogen dioxide,chemicalcompound,science_dev
NOsub2 / sub,chemicalcompound,science_dev
hydroxyl radical,chemicalcompound,science_dev
sup Hydroxyl radical,chemicalcompound,science_dev
nitric acid,chemicalcompound,science_dev
HNOsub3 / sub,chemicalcompound,science_dev
Hamilton,person,science_dev
Royal Geographical Society,organisation,science_dev
Xavantina-Cachimbo Expedition,science,science_dev
University of São Paulo,university,science_dev
Michelson,scientist,science_dev
American Physical Society,organisation,science_dev
Heartstone,event,science_dev
2017 Asian Indoor and Martial Arts Games,event,science_dev
2018 Asian Games,event,science_dev
RNA,science,science_dev
Asian Football Confederation,organisation,science_dev
Oceania Football Confederation,organisation,science_dev
4 × 100 metres relay event,event,science_dev
2015 World Championships,event,science_dev
Athletics,science,science_dev
Peter Goldreich,scientist,science_dev
shepherd moon,astronomicalobject,science_dev
F ring,science,science_dev
John Hopkinson,scientist,science_dev
FRS,award,science_dev
Fellow of the Royal Society,award,science_dev
Rumford Medal of the British Royal Society,award,science_dev
Philipp Lenard,scientist,science_dev
aluminum,chemicalelement,science_dev
Theoretical Physics Institute,organisation,science_dev
University of Copenhagen,university,science_dev
Ernest Rutherford,scientist,science_dev
Cavendish Laboratory,organisation,science_dev
HFE2,science,science_dev
TXNIP,science,science_dev
POLR3GL,science,science_dev
LIX1L,science,science_dev
RBM8A,science,science_dev
PEX11B,science,science_dev
ITGA10,science,science_dev
ANKRD35,science,science_dev
PIAS3,science,science_dev
NUDT17,science,science_dev
POLR3C,science,science_dev
RNF115,science,science_dev
CD160,science,science_dev
PDZK1,science,science_dev
GPR89A,science,science_dev
Humboldt University of Berlin,university,science_dev
University of Strasbourg,university,science_dev
Academy of Münster,organisation,science_dev
diffraction of electrons,science,science_dev
Paul Dirac,scientist,science_dev
Pyotr Kapitsa,scientist,science_dev
Peter Kapitza,scientist,science_dev
Nature,academicjournal,science_dev
congenital heart disease,science,science_dev
1-alkenes,chemicalcompound,science_dev
PE,chemicalcompound,science_dev
Polyethylene,chemicalcompound,science_dev
PP,chemicalcompound,science_dev
Polypropylene,chemicalcompound,science_dev
"UCSI University , Sarawak Campus",university,science_dev
University College of Technology Sarawak,university,science_dev
UCTS,university,science_dev
Tunku Abdul Rahman University College ( Sabah campus ),university,science_dev
International University College Of Technology Twintech ( Sabah campus ),university,science_dev
Open University Malaysia ( Sabah campus ),university,science_dev
East Malaysia,location,science_dev
Moon,astronomicalobject,science_dev
Thompson,scientist,science_dev
Rumford medal,award,science_dev
orbital resonance,theory,science_dev
3753 Cruithne,astronomicalobject,science_dev
Neptune,astronomicalobject,science_dev
plutino,astronomicalobject,science_dev
Sawa,scientist,science_dev
Nusinow,scientist,science_dev
Kay,scientist,science_dev
Imaizumi,scientist,science_dev
Arabidopsis proteins,science,science_dev
FKF1,protein,science_dev
"Flavin-binding , Kelch repeat , F-box protein",protein,science_dev
GI,protein,science_dev
Gigantea,protein,science_dev
photoperiods,science,science_dev
Arabidopsis,science,science_dev
Hans Moravec,scientist,science_dev
Kevin Warwick,scientist,science_dev
Ray Kurzweil,person,science_dev
Matjaž Perc,scientist,science_dev
New Journal of Physics,academicjournal,science_dev
EPL,academicjournal,science_dev
European Physical Journal B,academicjournal,science_dev
Advances in Complex Systems,academicjournal,science_dev
Frontiers in Interdisciplinary Physics,academicjournal,science_dev
International Journal of Bifurcation and Chaos,academicjournal,science_dev
