term,annotation,df
netzsch sta 449c instrument,Process,scienceie
proteus thermal analysis software,Process,scienceie
reducing conditions,Process,scienceie
5% h2/ar,Material,scienceie
weight change,Task,scienceie
perovskite,Material,scienceie
field emission 74 scanning electron microscope,Process,scienceie
feg-sem,Process,scienceie
total conductivity,Task,scienceie
four-terminal method,Process,scienceie
calcination,Task,scienceie
gold wire contacts,Material,scienceie
conductivity,Task,scienceie
redox cycle,Task,scienceie
low oxygen partial pressure,Process,scienceie
h2/ar,Material,scienceie
incorporate the thermodynamics of ternary alloys and liquid diffusion-governed solidification kinetics into a multiphase volume average solidification model,Task,scienceie
ternary alloys,Material,scienceie
liquid diffusion-governed solidification kinetics,Material,scienceie
multiphase volume average solidification model,Process,scienceie
back diffusion,Process,scienceie
thermodynamic data,Material,scienceie
tabulation and interpolation program,Material,scienceie
isat,Material,scienceie
in situ adaptive tabulation,Material,scienceie
isat approach,Process,scienceie
discretized volume elements,Material,scienceie
modification of the previous model using a linearized phase diagram,Process,scienceie
current model,Process,scienceie
online call of thermodynamic data,Process,scienceie
extended to consider the back diffusion into the solid,Task,scienceie
solid,Material,scienceie
modifications,Process,scienceie
perform casting process simulations with incorporated full diffusion-governed solidification kinetics,Task,scienceie
casting process simulations,Process,scienceie
full diffusion-governed solidification kinetics,Process,scienceie
wear condition,Process,scienceie
tramway superstructure,Material,scienceie
light rail transport system,Material,scienceie
safety level,Process,scienceie
monitoring the wear condition,Task,scienceie
new non-conventionalprocedure,Task,scienceie
transverse profile,Process,scienceie
rails,Material,scienceie
image-processing technique,Process,scienceie
information”,Material,scienceie
high-resolution photographic images,Material,scienceie
tracks,Material,scienceie
specific algorithms,Process,scienceie
ionic clathrate hydrates,Material,scienceie
unusual hydrates of tetrabutylammonium salts,Material,scienceie
semiclathrate hydrates,Material,scienceie
phase change materials for refrigeration systems,Process,scienceie
gas capture and storage,Process,scienceie
semiclathrate hydrate,Material,scienceie
study of thermal conductivity,Task,scienceie
measuring the thermal conductivity,Task,scienceie
clathrate hydrates,Material,scienceie
thermal conductivity,Process,scienceie
cumulative averaging technique,Process,scienceie
reduce noise,Task,scienceie
micro element,Material,scienceie
spatially-oriented bins,Material,scienceie
resolve the velocity and shear-stress profiles,Task,scienceie
bin,Material,scienceie
cumulative averaging method,Process,scienceie
cam,Process,scienceie
stress tensor field,Process,scienceie
irving–kirkwood relationship,Process,scienceie
least-squares polynomial fit,Process,scienceie
reduce noise,Process,scienceie
continuous function,Process,scienceie
avoids stability issues,Process,scienceie
highly fluctuating data,Material,scienceie
macro solver,Material,scienceie
least-squares fit,Process,scienceie
nth order polynomial,Material,scienceie
mth order polynomial,Material,scienceie
polynomials,Material,scienceie
core micro region,Material,scienceie
constrained region,Material,scienceie
coefficients,Material,scienceie
core region,Material,scienceie
macro solution,Material,scienceie
compressed wall micro-element solution,Material,scienceie
elrs,Material,scienceie
synthesis of block copolymers,Process,scienceie
block copolymers,Material,scienceie
polymer nanostructures,Material,scienceie
micelles,Material,scienceie
elastin-mimetic di-block copolymer,Material,scienceie
vpgeg–(ipgag)4,Material,scienceie
vpgfg–(ipgvg)4,Material,scienceie
hydrophilic and hydrophobic blocks,Material,scienceie
dynamic light scattering,Process,scienceie
dls,Process,scienceie
dsc,Process,scienceie
self-assembly,Process,scienceie
tri-block copolymer,Material,scienceie
tem images,Material,scienceie
polymer,Material,scienceie
spherical aggregates,Material,scienceie
multivalent spherical micelles,Material,scienceie
linear elastin-like ab di-block copolymers,Material,scienceie
targeting cancer cells,Task,scienceie
macromolecular carriers,Material,scienceie
thermally targeted delivery of drugs,Task,scienceie
doxorubicin,Material,scienceie
elr-based system,Material,scienceie
cytotoxicity,Process,scienceie
uterine sarcoma cells,Material,scienceie
hyperthermia,Process,scienceie
aggregation,Process,scienceie
modelling the flow of a slightly compressible single phase fluid in a viscoelastic porous medium,Task,scienceie
extension to the equations of poroelasticity,Task,scienceie
mixed and galerkin finite element spatial discretization,Material,scienceie
lagged and non-lagged backward euler time stepping method,Process,scienceie
fully discrete numerical schemes,Process,scienceie
coupling,Process,scienceie
nonlinearly viscoelastic diffusion problems,Task,scienceie
constitutive equations,Process,scienceie
viscoelastic relaxation effects,Process,scienceie
updating subroutines,Process,scienceie
porous media,Material,scienceie
single phase fluid,Material,scienceie
viscoelastic porous medium,Material,scienceie
flow equations,Process,scienceie
assembly engines,Material,scienceie
numerical schemes,Process,scienceie
operators listed in (9) and (10) have to be included,Task,scienceie
qcd factorization framework,Process,scienceie
express the hadronic matrix elements in the schematic form:,Process,scienceie
schematic form,Process,scienceie
"〈vγ|oi|b〉=fb→vtii+∫dk+2π∫01duφb,+(k+)tiii(k+,u)φv⊥(u)",Process,scienceie
leading-twist light-cone distribution amplitude,Process,scienceie
lcda,Process,scienceie
isospin violation in the b→k∗γ decays,Task,scienceie
next-to-next-to-leading orde,Process,scienceie
nnlo,Process,scienceie
fb→v,Process,scienceie
"transition form factors defined through the matrix elements of the operator o7, φb",Process,scienceie
+(k+),Process,scienceie
leading-twist b-meson wave-function with k+ being a light-cone component of the spectator quark momentum,Process,scienceie
φ⊥v(u,Process,scienceie
u,Process,scienceie
fractional momentum of the vector meson carried by one of the two partons,Process,scienceie
the factorization formula,Process,scienceie
this factorization framework,Process,scienceie
hard-spectator contribution arising from the chromomagnetic operator o8,Task,scienceie
spectator interactions,Task,scienceie
heavy quark,Material,scienceie
extended version of the graph-based unsupervised word sense disambiguation algorithm,Task,scienceie
word sense disambiguation algorithm,Process,scienceie
spreading activation scheme,Process,scienceie
text words,Material,scienceie
large wordnet,Material,scienceie
built on the basis of the text words and a large wordne,Process,scienceie
english and princeton wordnet,Material,scienceie
polish and plwordnet,Material,scienceie
extension,Process,scienceie
corpus-derived measure of semantic relatedness,Process,scienceie
extended algorithm,Process,scienceie
manually disambiguated corpus,Material,scienceie
disambiguation,Process,scienceie
document clustering task,Task,scienceie
pressure in the etch chamber,Process,scienceie
keep the gas density stable,Task,scienceie
factorial screening,Process,scienceie
check for quadratic curvature,Process,scienceie
etch chamber,Material,scienceie
automatic pressure control,Process,scienceie
adjusts the throttle valve,Process,scienceie
throttle valve,Material,scienceie
beam pumping unit,Material,scienceie
light load,Process,scienceie
improve the power factor and efficiency of the beam pumping unit,Process,scienceie
beam pumping unit,Process,scienceie
change the voltage,Process,scienceie
changing the thyristor trigger angle,Process,scienceie
analyze the change of the cycles of the load overall,Process,scienceie
divide the load,Process,scienceie
equal parts,Material,scienceie
constant load,Process,scienceie
optimal voltage,Process,scienceie
current load,Process,scienceie
calculated by genetic algorithm,Task,scienceie
whole optimal voltage changeable rule.,Process,scienceie
energy saving,Task,scienceie
beam pumping,Process,scienceie
reducing a certain voltage,Process,scienceie
thyristor trigger angle,Material,scienceie
localized on the brane,Task,scienceie
warped geometry,Process,scienceie
randall–sundrum model,Material,scienceie
five dimensions,Task,scienceie
spin 0 field is localized on a brane,Process,scienceie
positive tension,Process,scienceie
localizes the graviton,Process,scienceie
negative tension,Process,scienceie
six space–time dimensions,Process,scienceie
localized on the brane ,Process,scienceie
standard model,Material,scienceie
localization,Task,scienceie
introduced in the bulk,Process,scienceie
localization mechanisms,Process,scienceie
brane world models,Process,scienceie
immunopotentiators,Material,scienceie
activate innate immunity,Process,scienceie
pattern-recognition receptors,Process,scienceie
prrs,Process,scienceie
toll-like receptors,Process,scienceie
tlrs,Process,scienceie
tlr ligands,Material,scienceie
antigen-presenting cells,Material,scienceie
tlr9,Material,scienceie
clinical studies,Task,scienceie
stimulated,Process,scienceie
synthetic oligodeoxynucleotides,Material,scienceie
unmethylated cpg dinucleotides,Material,scienceie
cpg,Material,scienceie
adjuvant,Material,scienceie
infectious disease vaccination,Task,scienceie
e development of cancer therapy,Task,scienceie
mouse model,Process,scienceie
induce t helper 1,Process,scienceie
production of ifn-γ and the generation of igg2a,Process,scienceie
liposomes,Material,scienceie
th1-biased cytokines,Material,scienceie
augmented cell mediated immune response,Process,scienceie
"modeling or approximating high dimensional, computationally-expensive problems",Task,scienceie
curse of dimensionality,Process,scienceie
new form of high dimensional model representation,Process,scienceie
